origen,unidades,sku,ahorro_de,ahorro_cargo_fijo,ahorro_envio,supuesto,producto,precio_unidad,precio_suelto,ahorro_ml,descuento_que_banca,tope_marca,marca,descuento,limita,tipo_publicacion,precio_kit_sugerido,motivo,vendidas,item,user_product,crear_kit
multipack,4,CR0160000000ELPEL6AL,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pelacables Automático Bulit Lateral Serie 600,47500.0,190000.0,22923.0,0.1427,0.15,Bulit,0.1427,la economía del kit,gold_pro,162894.83,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),3026,MLA799205105,MLAU282850436,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU282850436
multipack,4,CR0070INF600PIE,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Inflador De Pie Crafters Con Manómetro Bicicleta + Multiuso ,40277.0,161108.0,22923.0,0.2069,0.25,Crafters,0.2069,la economía del kit,gold_special,127775.89,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),2422,MLA1390260082,MLAU231460014,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU231460014
multipack,4,CR016000000000CPX300 + CR01600000CHMG10UT10,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Encoladora Silicona Suprabond + 10 Barras + Garantía,39456.0,157824.0,22923.0,0.1763,0.15,Suprabond,0.15,la marca,gold_special,134150.4,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),993,MLA1139583742,MLAU218296050,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
multipack,4,CR0160000000CDBTD55F,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba Discos Bulit De 5.5mm Con Funda Amarillo,38414.0,153656.0,22923.0,0.179,0.15,Bulit,0.15,la marca,gold_special,130607.6,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),985,MLA813096045,MLAU209857710,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209857710
multipack,4,CR01600000INFS2430MP,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Inflador Con Manómetro Bulit Serie 200 Para Auto Moto Bici P,67925.0,271700.0,22923.0,0.1019,0.15,Bulit,0.1019,la economía del kit,gold_pro,244006.84,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),966,MLA1364259095,MLAU218140044,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218140044
multipack,4,CR01600000INFS6272MA,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Inflador Con Manómetro Bulit Serie 600 Chico Azul,43859.0,175436.0,22923.0,0.1464,0.15,Bulit,0.1464,la economía del kit,gold_special,149746.26,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),884,MLA811926284,MLAU209397998,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209397998
multipack,4,CR01600000000CDBU180,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba U Máxima Seguridad Bulit Gris Oscuro,52541.0,210164.0,22923.0,0.1268,0.15,Bulit,0.1268,la economía del kit,gold_special,183509.35,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),661,MLA812439849,MLAU208216957,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
multipack,4,CR01600000INFS6540MA,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Inflador Con Manómetro Bulit Serie 600 Grande Azul,115631.0,462524.0,22923.0,0.059,0.15,Bulit,0.059,la economía del kit,gold_pro,435234.98,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),623,MLA811931941,MLAU284623956,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU284623956
multipack,4,CR01600000CDBACCTDIS + CR0160000000CDBTD55F,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba Discos Bulit De 5.5mm Con Funda + Recordatorio Bulit A,58220.0,232880.0,22923.0,0.1151,0.15,Bulit,0.1151,la economía del kit,gold_pro,206081.4,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),512,MLA1139075423,MLAU1187301320,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1187301320
multipack,4,CR0160000000PSTPL800,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Suprabond Portacartuchos Serie 800 Para Selladores,52909.3,211637.2,22923.0,0.1267,0.15,Suprabond,0.1267,la economía del kit,gold_special,184826.68,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),505,MLA795298782,MLAU208251597,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208251597
multipack,4,CR01600000CHMG30UT17 X 2 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Barras Suprabond Gruesas Ultratransparentes Pistola 1kg,69811.0,279244.0,22923.0,0.1042,0.15,Suprabond,0.1042,la economía del kit,gold_pro,250154.7,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),492,MLA815612620,MLAU285385060,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285385060
multipack,4,CR01600000000CAD3815 + CR0160000000CDBMS72B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Cadena Bulit Máxima Seguridad 150cm + Candado 72mm 5 Llaves,145900.0,583600.0,22923.0,0.0484,0.15,Bulit,0.0484,la economía del kit,gold_pro,555347.18,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),438,MLA1139075412,MLAU1471512988,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1471512988
multipack,4,CR01600000000CABINT2,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Engrampadora Bulit - Uso Intensivo Tapicería + 200 Grampas,48024.77,192099.08,22923.0,0.1392,0.15,Bulit,0.1392,la economía del kit,gold_special,165354.51,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),436,MLA799205084,MLAU281768813,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU281768813
multipack,4,CR016000000000CPX300 + CR01600000CHMG30UN17,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Suprabond Encoladora Px300 + Barras Gruesas Max 500g,74173.0,296692.0,22923.0,0.0977,0.15,Suprabond,0.0977,la economía del kit,gold_pro,267703.48,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),312,MLA847929993,MLAU1486861342,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1486861342
multipack,4,CR0160000000PSTPL700,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Suprabond Portacartuchos Serie 700 Para Selladores,39408.85,157635.4,22923.0,0.1654,0.15,Suprabond,0.15,la marca,gold_special,133990.09,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),290,MLA795299180,MLAU281046513,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU281046513
multipack,4,CR0160000000MBNVEN4B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Venda Líquida Suprabond Impermeabilizante Blanca 4kg,148374.0,593496.0,22923.0,0.0529,0.15,Suprabond,0.0529,la economía del kit,gold_pro,562094.63,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),244,MLA824162798,MLAU1482416765,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1482416765
multipack,4,CR01600000CDBCAD101C,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Cadena Máxima Seguridad Con Candado Crafters,126628.0,506512.0,22923.0,0.0555,0.15,Bulit,0.0555,la economía del kit,gold_pro,478418.54,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),238,MLA1459713884,MLAU2580297441,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU2580297441
multipack,4,CR01600000NVLS63B60A,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Nivel Bulit 3 Burbujas 600mm Aluminio,40636.0,162544.0,22923.0,0.1651,0.15,Bulit,0.15,la marca,gold_special,138162.4,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),216,MLA811885854,MLAU283312503,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU283312503
multipack,4,CR01600000000CDBU320,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba U Máxima Seguridad Bulit Gris Oscuro,74281.0,297124.0,22923.0,0.0933,0.15,Bulit,0.0933,la economía del kit,gold_pro,269406.81,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),146,MLA1139041332,MLAU284742904,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU284742904
multipack,4,CR0160000000000PAH4B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pintura Especial Antihongo Suprabond Por 4 Litros,135484.15,541936.6,22923.0,0.0567,0.15,Suprabond,0.0567,la economía del kit,gold_pro,511230.74,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),144,MLA811907993,MLAU1468325513,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1468325513
multipack,4,CR016000000000CPX300 + CR01600000CHMG30UT17 X 2 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Suprabond Encoladora Px 300 + Barras Gruesas 1kg Gri,109079.0,436316.0,22923.0,0.0618,0.15,Suprabond,0.0618,la economía del kit,gold_pro,409347.77,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),142,MLA818017335,MLAU286123064,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU286123064
multipack,4,CR01600000000SLTD5MI X 5 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",5 Burletes Autoadhesivos De Goma Perfil D Color Marrón Marró,56070.0,224280.0,22923.0,0.1193,0.15,Suprabond,0.1193,la economía del kit,gold_special,197532.04,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),133,MLA1139075453,MLAU216716375,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU216716375
multipack,4,CR01600000000SIES812,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Arco De Sierra Bulit Profesional S800 + Hoja De Sierra 12 ,42933.0,171732.0,22923.0,0.1601,0.15,Bulit,0.15,la marca,gold_special,145972.2,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),121,MLA842460521,MLAU290952908,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU290952908
multipack,4,CR01600000000CPX2100,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Encoladora Suprabond Modelo Px 2100 Pro S/c,81217.0,324868.0,22923.0,0.0969,0.15,Suprabond,0.0969,la economía del kit,gold_pro,293380.36,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),97,MLA844321129,MLAU270775388,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU270775388
multipack,4,CR0160000000CABPROPR,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Engrampadora Bulit Profesional Potencia Regulable S/c,123739.0,494956.0,22923.0,0.0597,0.15,Bulit,0.0597,la economía del kit,gold_pro,465392.76,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),96,MLA844321537,MLAU291337746,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU291337746
multipack,4,CR01600000000SLTD5BI X 5 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",5 Burletes Autoadhesivos De Goma Perfil D Color Blanco Blanc,67193.0,268772.0,22923.0,0.1025,0.15,Suprabond,0.1025,la economía del kit,gold_pro,241213.52,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),92,MLA1139047478,MLAU208250933,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208250933
multipack,4,CR014000080151P,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Grifería Ducha Baño Peirano Crown 80-151p Cierre Cerámico Co,164296.54,657186.16,22923.0,0.0421,0.25,Peirano,0.0421,la economía del kit,gold_pro,629519.96,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),70,MLA1478307571,MLAU2868801020,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU2868801020
multipack,4,CR01600000INFS6PIEMA,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Inflador De Pie Con Manómetro Bulit Serie 600 Azul,87604.0,350416.0,22923.0,0.0798,0.15,Bulit,0.0798,la economía del kit,gold_pro,322446.51,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),68,MLA1139087878,MLAU221320344,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU221320344
multipack,4,CR0160000000CDBTD10F,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba Discos Bulit De 10mm Con Funda  Amarillo,41661.0,166644.0,22923.0,0.1599,0.15,Bulit,0.15,la marca,gold_special,141647.4,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),64,MLA813095575,MLAU285048438,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285048438
multipack,4,CR01600000CDBACCTDIS + CR0160000000CDBTD10F,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Trabada Discos Bulit De 10mm Con Funda + Recordatorio Bulit ,51830.0,207320.0,22923.0,0.1286,0.15,Bulit,0.1286,la economía del kit,gold_special,180665.35,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),54,MLA1610415161,MLAU3685756464,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3685756464
multipack,4,CR0160000MBNM100028B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Membrana Impermeabilizante Premium Suprabond M-1000 28kg Bla,459869.0,1839476.0,22923.0,0.017,0.15,Suprabond,0.017,la economía del kit,gold_pro,1808245.75,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),49,MLA817422922,MLAU285535088,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285535088
multipack,4,CR0160000000CDBBR40L,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Candado Reforzado Doble Traba Aro Largo N° 40 Bulit Dorado,39791.02,159164.08,22923.0,0.1675,0.15,Bulit,0.15,la marca,gold_special,135289.47,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),44,MLA813068648,MLAU208246699,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208246699
multipack,4,CR016000000000SPSP49,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Adhesivo Suprabond Para Ratas Y Lauchas - Pegarat - 4 Litros,208636.0,834544.0,22923.0,0.0324,0.15,Suprabond,0.0324,la economía del kit,gold_pro,807503.52,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),43,MLA1139051023,MLAU217783336,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU217783336
multipack,4,CR0160000000CDBMS72B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Candado Bulit De Máxima Seguridad De 72mm Profesional Negro,56120.0,224480.0,22923.0,0.1311,0.15,Bulit,0.1311,la economía del kit,gold_pro,195050.2,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),36,MLA1139075511,MLAU326341832,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU326341832
multipack,4,CR01600000CABPROPRGM,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Engrampadora Abrochadora Bulit Profesional Regulable,96442.39,385769.56,22923.0,0.0695,0.15,Bulit,0.0695,la economía del kit,gold_special,358959.03,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),33,MLA1508917241,MLAU3282929672,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3282929672
multipack,4,CR01600000000CDBBR50,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Candado Reforzado Bronce Macizo Doble Traba Bulit N° 50 Dora,40627.0,162508.0,22923.0,0.1691,0.15,Bulit,0.15,la marca,gold_special,138131.8,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),33,MLA822745392,MLAU286581020,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU286581020
multipack,4,CR0160000LLVCR814T12,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Juego De Llave Criquet Bulit 10 Tubos + Alargue - 1/4 - S800,66638.0,266552.0,22923.0,0.1031,0.15,Bulit,0.1031,la economía del kit,gold_special,239065.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),29,MLA1398264207,MLAU238445858,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU238445858
multipack,4,CR016000000000SBDTR1,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Adhesivo Suprabond Transparente Extra Fuerte En Lata 1 Litro,57220.0,228880.0,22923.0,0.1308,0.15,Suprabond,0.1308,la economía del kit,gold_pro,198953.91,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),29,MLA1139041346,MLAU216973311,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU216973311
multipack,4,CR016000000000SBD1ST,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Adhesivo Suprabond De Contacto Sin Tolueno - Lata 1 Litro,47329.0,189316.0,22923.0,0.1452,0.15,Suprabond,0.1452,la economía del kit,gold_pro,161829.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),26,MLA906655527,MLAU3084568353,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3084568353
multipack,4,CR01600000000CPX2100 + CR01600000CHMG30UN17 X 2 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Suprabond Px 2100 + Barras Máxima Adherencia 1kg Gri,186027.0,744108.0,22923.0,0.0362,0.15,Suprabond,0.0362,la economía del kit,gold_pro,717139.76,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),24,MLA1139075459,MLAU3092939551,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3092939551
multipack,4,CR01600000000CAD3815,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Cadena Bulit Máxima Seguridad 3/8  Extra Larga - 150cm,98402.0,393608.0,22923.0,0.0712,0.15,Bulit,0.0712,la economía del kit,gold_pro,365582.73,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),24,MLA1139028496,MLAU225987720,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU225987720
multipack,4,CR0160000000PZAAJP10,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Llave Bulit Ajustable - Cromo Vanadio - 10 Pulgadas,40249.0,160996.0,22923.0,0.1707,0.15,Bulit,0.15,la marca,gold_special,136846.6,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),24,MLA909501849,MLAU306686528,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU306686528
multipack,4,CR01600000000CDBAR40 X 8 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",8 Candados Acero Niquelado 40mm,134912.0,539648.0,22923.0,0.0509,0.15,Bulit,0.0509,la economía del kit,gold_special,512161.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),23,MLA828793413,MLAU3092183305,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3092183305
multipack,4,CR0440000000000BKM1B,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Bidet Ferrum Bari De Colgar Suspendido Blanco,224832.06,899328.24,22923.0,0.0297,0.25,Ferrum,0.0297,la economía del kit,gold_pro,872580.28,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),22,MLA2020266020,MLAU3022336110,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3022336110
multipack,4,CR0160000000000SLTEA X 10 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",10 Burletes Suprabond Goma Espuma Extra Ancho 5 Metros Gris ,118856.0,475424.0,22923.0,0.0578,0.15,Suprabond,0.0578,la economía del kit,gold_pro,447937.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),21,MLA846130343,MLAU291753682,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU291753682
multipack,4,CR0020000066020,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Grifería Bidet Aqualaf Roma Cierre Cerámico Metálico - Baño ,81405.0,325620.0,22923.0,0.0821,0.25,Aqualaf,0.0821,la economía del kit,gold_special,298872.04,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),21,MLA1448845069,MLAU1025464405,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1025464405
multipack,4,CR0020000078030,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Grifería Bañera Aqualaf Negro Redonda Napoli Cruz Black Cier,226236.0,904944.0,22923.0,0.0304,0.25,Aqualaf,0.0304,la economía del kit,gold_special,877457.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),20,MLA1525917968,MLAU247035385,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU247035385
multipack,4,CR0020000077039,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Grifería Aqualaf Monocomando Exterior Cromada Napoli Para Ba,113443.0,453772.0,22923.0,0.0606,0.25,Aqualaf,0.0606,la economía del kit,gold_special,426285.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),20,MLA1525956790,MLAU235492538,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU235492538
multipack,4,CR01600000000SMZ300A,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Sellador Suprabond Zinguería 300ml Aluminio Especial,42930.0,171720.0,22923.0,0.1472,0.15,Suprabond,0.1472,la economía del kit,gold_pro,146443.04,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),18,MLA1139197644,MLAU252272723,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
multipack,4,CR0160000LLVCR812T12,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Juego De Llave Criquet Bulit 10 Tubos + Alargue - 1/2 - S800,85090.0,340360.0,22923.0,0.0808,0.15,Bulit,0.0808,la economía del kit,gold_special,312873.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),16,MLA1398289485,MLAU238545208,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU238545208
multipack,4,CR016000000CDBC565CA + CR01600000000CAD3815,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Cadena Bulit Máxima Seguridad 150cm + Candado Alta Seguridad,108114.0,432456.0,22923.0,0.0616,0.15,Bulit,0.0616,la economía del kit,gold_special,405801.35,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),15,MLA3751232356,MLAU4626161229,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU4626161229
multipack,4,CR01600000CDBTARTCMB,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Traba Articulada De Combinación Máxima Seguridad Bulit Color,84472.0,337888.0,22923.0,0.0813,0.15,Bulit,0.0813,la economía del kit,gold_pro,310401.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),13,MLA1518211522,MLAU219137518,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU219137518
multipack,4,CR0160000000ESPPC300,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Espátula Plato De Aluminio Bulit Serie 600 - 300mm,57960.0,231840.0,22923.0,0.1186,0.15,Bulit,0.1186,la economía del kit,gold_pro,204353.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),13,MLA1527207980,MLAU221326840,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU221326840
multipack,4,CR0160000000CABPROPR + CR016000000000CABP8N,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Engrampadora Potencia Regulable Bulit + 1.000 Grampas P8 8mm,119683.0,478732.0,22923.0,0.056,0.15,Bulit,0.056,la economía del kit,gold_special,451921.47,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),12,MLA855291964,MLAU293557500,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293557500
multipack,4,CR01600000CHMG30UT17 + CR016000000000CPX300,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Pistola Encoladora Suprabond Modelo Px 300 + Barras 500g,74173.0,296692.0,22923.0,0.0977,0.15,Suprabond,0.0977,la economía del kit,gold_pro,267710.19,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),12,MLA1139062822,MLAU292189204,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU292189204
multipack,4,CR016000000CDBC565CA + CR016000000CDBC565CR,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Cdb C5 65 Cr + Cdb C5 65 Ca Rojo,62321.0,249284.0,22923.0,0.1248,0.15,Bulit,0.1248,la economía del kit,gold_pro,218180.88,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),12,MLA1139047524,MLAU324404116,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU324404116
multipack,4,CR0050000110100,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",Fluvial Fe500 Bomba De Agua Centrífuga 0.5hp Compacta 85l M ,154321.0,617284.0,22923.0,0.0488,0.25,Fluvial,0.0488,la economía del kit,gold_pro,587181.64,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),11,MLA2748028984,MLAU208163363,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208163363
multipack,4,CR0160000000GPUC310G X 12 UNIDADES,envío,0.0,22923.0,"el ahorro de envío supone que, sin el pack, serían compras separadas",12 Selladores Suprabond Poliuretano Construcción 310ml,586499.0,2345996.0,22923.0,0.0117,0.15,Suprabond,0.0117,la economía del kit,gold_pro,2318509.27,4 unidades en una venta ahorran $22.923 de envío ($30.564 → $7.641),10,MLA817645248,MLAU284917043,https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU284917043
