origen,productos,juntos,lift,confianza,detalle,skus,precio_suelto,ahorro_ml,ahorro_de,cruza_umbral,descuento_que_banca,tope_marca,marcas,descuento,limita,tipo_publicacion,precio_kit_sugerido,motivo,items,user_product,crear_kit
se compran juntos,4,3,126126.6,0.25,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC18, CR016000000LLV8VAC19",100322.28,3379.0,cargo fijo,True,0.0392,0.15,Bulit,0.0392,la economía del kit,gold_special,96387.38,"3 compras juntas, 126126.6× más de lo esperable, confianza 25%","MLA866188077, MLA866187994, MLA866187969, MLA866188938","MLAU208198725, MLAU208245191, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,2,99.6,0.12,Traba U Máxima Seguridad Bulit G + Traba Discos Bulit De 5.5mm Con  + Recordatorio Traba Disco Bulit A,"CR01600000000CDBU180, CR0160000000CDBTD55F, CR01600000CDBACCTDIS",101633.55,8891.0,cargo fijo y envío,True,0.0981,0.15,Bulit,0.0981,la economía del kit,gold_special,91663.26,"2 compras juntas, 99.6× más de lo esperable, confianza 12%","MLA812439849, MLA813096045, MLA818173515","MLAU208216957, MLAU209857710, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,3,2,25004.7,0.5,Pinza Bulit Universal Aislada 10 + Alicate Aislado Bulit Profesiona + Pinza Bulit De Punta Semiredonda,"CR0160000000PZAP8PU8, CR016000000PZAP10AL7, CR016000000PZAP10PS6",92368.46,1374.0,cargo fijo,True,0.0166,0.15,Bulit,0.0166,la economía del kit,gold_special,90833.22,"2 compras juntas, 25004.7× más de lo esperable, confianza 50%","MLA932410161, MLA3037708514, MLA2624508686","MLAU268238176, MLAU3843934688, MLAU3645205975",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU268238176
se compran juntos,3,2,106.9,0.14,Burlete Suprabond Goma Espuma Do + Burlete Suprabond Goma Espuma No + Burlete Autoadhesivo Suprabond P,"CR01600000000000SLTD, CR01600000000000SLTN, CR0160000000000SLTEA",22976.31,1245.0,cargo fijo,False,0.0666,0.15,Suprabond,0.0666,la economía del kit,gold_special,21445.86,"2 compras juntas, 106.9× más de lo esperable, confianza 14%","MLA842568397, MLA931075172, MLA1863881731","MLAU208228953, MLAU209441954, MLAU4170871397",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,3,4,2160.9,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC17, CR016000000LLV8VAC18, CR016000000LLV8VAC19",77498.28,874.0,cargo fijo,True,0.0132,0.15,Bulit,0.0132,la economía del kit,gold_special,76478.29,"4 compras juntas, 2160.9× más de lo esperable, confianza 33%","MLA866187994, MLA866187969, MLA866188938","MLAU208245191, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208245191
se compran juntos,3,4,1525.3,0.27,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC19",77955.28,874.0,cargo fijo,True,0.013,0.15,Bulit,0.013,la economía del kit,gold_special,76938.25,"4 compras juntas, 1525.3× más de lo esperable, confianza 27%","MLA866188077, MLA866187994, MLA866188938","MLAU208198725, MLAU208245191, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,3,288.3,0.27,Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma,"CR01600000000TPCF20M, CR01600000000TPCF30M, CR01600000000TPRF30M",29377.03,745.0,cargo fijo,False,0.0292,0.15,Suprabond,0.0292,la economía del kit,gold_special,28519.66,"3 compras juntas, 288.3× más de lo esperable, confianza 27%","MLA859036213, MLA886762533, MLA864705575","MLAU208237143, MLAU264775982, MLAU209411116",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208237143
se compran juntos,3,4,117.4,0.11,Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma,"CR01600000000TPCF20M, CR01600000000TPRF20M, CR01600000000TPRF30M",29369.5,745.0,cargo fijo,False,0.0292,0.15,Suprabond,0.0292,la economía del kit,gold_special,28512.46,"4 compras juntas, 117.4× más de lo esperable, confianza 11%","MLA859036213, MLA859036030, MLA864705575","MLAU208237143, MLAU209680020, MLAU209411116",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208237143
se compran juntos,3,2,81.3,0.08,Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma + Adhesivo Suprabond Transparente ,"CR01600000000TPCF20M, CR01600000000TPRF30M, CR0160000000SBDTR50B",27779.74,745.0,cargo fijo,False,0.0324,0.15,Suprabond,0.0324,la economía del kit,gold_special,26880.76,"2 compras juntas, 81.3× más de lo esperable, confianza 8%","MLA859036213, MLA864705575, MLA1387618937","MLAU208237143, MLAU209411116, MLAU298831110",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208237143
se compran juntos,3,2,73.0,0.06,Burlete Autoadhesivos De Goma Pe + Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma,"CR01600000000SLTD5MI, CR01600000000TPRF20M, CR01600000000TPRF30M",31183.07,745.0,cargo fijo,False,0.0285,0.15,Suprabond,0.0285,la economía del kit,gold_special,30294.73,"2 compras juntas, 73.0× más de lo esperable, confianza 6%","MLA861014506, MLA859036030, MLA864705575","MLAU293776265, MLAU209680020, MLAU209411116",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293776265
se compran juntos,3,2,26.8,0.06,Burlete Autoadhesivo Suprabond D + Topetina Suprabond De Fieltro Ma + Topetina Suprabond De Fieltro Ma,"CR01600000000SLTE5BI, CR01600000000TPCF20M, CR01600000000TPRF30M",30087.74,745.0,cargo fijo,False,0.0295,0.15,Suprabond,0.0295,la economía del kit,gold_special,29199.27,"2 compras juntas, 26.8× más de lo esperable, confianza 6%","MLA863200953, MLA859036213, MLA864705575","MLAU237320801, MLAU208237143, MLAU209411116",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU237320801
se compran juntos,3,2,24.3,0.07,Burlete Suprabond Goma Espuma Do + Burlete Autoadhesivo Suprabond P + Burlete Autoadhesivo Suprabond D,"CR01600000000000SLTD, CR01600000000SLTD5BI, CR01600000000SLTE5BI",30522.49,745.0,cargo fijo,False,0.0309,0.15,Suprabond,0.0309,la economía del kit,gold_special,29580.34,"2 compras juntas, 24.3× más de lo esperable, confianza 7%","MLA842568397, MLA1864096019, MLA863200953","MLAU208228953, MLAU4170873065, MLAU237320801",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208228953
se compran juntos,3,4,2288.0,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC18, CR016000000LLV8VAC19",73253.0,374.0,cargo fijo,True,0.0059,0.15,Bulit,0.0059,la economía del kit,gold_special,72817.76,"4 compras juntas, 2288.0× más de lo esperable, confianza 33%","MLA866188077, MLA866187969, MLA866188938","MLAU208198725, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,4,1906.7,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC18",72260.28,374.0,cargo fijo,True,0.006,0.15,Bulit,0.006,la economía del kit,gold_special,71825.08,"4 compras juntas, 1906.7× más de lo esperable, confianza 33%","MLA866188077, MLA866187994, MLA866187969","MLAU208198725, MLAU208245191, MLAU296229008",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,2,3432.0,0.4,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC15, CR016000000LLV8VAC16, CR016000000LLV8VAC18",63109.0,-126.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,63109.0,"2 compras juntas, 3432.0× más de lo esperable, confianza 40%","MLA866189116, MLA866188077, MLA866187969","MLAU294878515, MLAU208198725, MLAU296229008",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU294878515
se compran juntos,3,3,4290.0,0.75,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR0160000000LLV8VAC9, CR016000000LLV8VAC16, CR016000000LLV8VAC17",62871.28,-881.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,62871.28,"3 compras juntas, 4290.0× más de lo esperable, confianza 75%","MLA866187891, MLA866188077, MLA866187994","MLAU297756141, MLAU208198725, MLAU208245191",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU297756141
se compran juntos,3,2,556.4,0.18,Cinta Suprabond Autoadhesiva Dob + Pistola Encoladora Suprabond Sil + Barras Suprabond Finas Ultratran,"CR016000000000AFXWR2, CR0160000000CPHX200R, CR01600000CHMF10UT25",45418.08,-2136.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,45418.08,"2 compras juntas, 556.4× más de lo esperable, confianza 18%","MLA860849627, MLA1918162600, MLA901347064","MLAU293505437, MLAU1536951475, MLAU224535540",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293505437
se compran juntos,3,2,281.9,0.2,Nuevo Adhesivo Suprabond Erpox B + Adhesivo Epoxi Suprabond Erpox A + Adhesivo Epoxi Suprabond Transpa,"CR0160000000000EXB80, CR016000000000EXA105, CR016000000SPXSA16TE",40200.0,-2636.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,40200.0,"2 compras juntas, 281.9× más de lo esperable, confianza 20%","MLA859732690, MLA859727205, MLA1139075420","MLAU209400230, MLAU209419070, MLAU217079705",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400230
se compran juntos,3,2,122.8,0.08,Adhesivo Suprabond Montajes En C + Sellador Acrílico Suprabond Made + Sellador Acrílico Pintable Supra,"CR016000000000MTJ400, CR0160000000GMXM280N, CR01600000GMXACR280B",52438.27,-2636.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,52438.27,"2 compras juntas, 122.8× más de lo esperable, confianza 8%","MLA872758443, MLA830680804, MLA826407146","MLAU1593181050, MLAU208258443, MLAU232332180",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1593181050
se compran juntos,3,2,10804.5,0.5,Candado Bulit Bronce Macizo Stan + Candado De Hierro Dorado Bulit N + Candado De Hierro Dorado Bulit N,"CR01600000000CDBBS40, CR0160000000CDBH30DL, CR0160000000CDBH40DL",33109.9,-3891.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,33109.9,"2 compras juntas, 10804.5× más de lo esperable, confianza 50%","MLA828385142, MLA822566229, MLA822568139","MLAU209394022, MLAU209370436, MLAU208210887",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209394022
se compran juntos,3,2,4802.0,0.22,Candado Bulit Bronce Macizo Stan + Candado De Hierro Dorado Bulit N + Candado De Hierro Dorado Bulit N,"CR01600000000CDBBS40, CR01600000000CDBH50D, CR0160000000CDBH40DL",38930.37,-3891.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,38930.37,"2 compras juntas, 4802.0× más de lo esperable, confianza 22%","MLA828385142, MLA822565107, MLA822568139","MLAU209394022, MLAU208241861, MLAU208210887",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209394022
se compran juntos,3,2,184.2,0.09,Sellador Acrílico Suprabond Made + Sellador Acrílico Pintable Supra + Sellador Suprabond Reparador De ,"CR0160000000GMXM280N, CR01600000GMXACR280B, CR01600000GMXCTO280G",43454.0,-3891.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,43454.0,"2 compras juntas, 184.2× más de lo esperable, confianza 9%","MLA830680804, MLA826407146, MLA842564403","MLAU208258443, MLAU232332180, MLAU289731511",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208258443
