origen,productos,juntos,lift,confianza,detalle,skus,precio_suelto,ahorro_ml,ahorro_de,cruza_umbral,descuento_que_banca,tope_marca,marcas,descuento,limita,tipo_publicacion,precio_kit_sugerido,motivo,items,user_product,crear_kit
se compran juntos,4,3,126126.6,0.25,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC18, CR016000000LLV8VAC19",100322.28,3379.0,cargo fijo,True,0.0392,0.15,Bulit,0.0392,la economía del kit,gold_special,96387.38,"3 compras juntas, 126126.6× más de lo esperable, confianza 25%","MLA866188077, MLA866187994, MLA866187969, MLA866188938","MLAU208198725, MLAU208245191, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,2,99.6,0.12,Traba U Máxima Seguridad Bulit G + Traba Discos Bulit De 5.5mm Con  + Recordatorio Traba Disco Bulit A,"CR01600000000CDBU180, CR0160000000CDBTD55F, CR01600000CDBACCTDIS",101633.55,8891.0,cargo fijo y envío,True,0.0981,0.15,Bulit,0.0981,la economía del kit,gold_special,91663.26,"2 compras juntas, 99.6× más de lo esperable, confianza 12%","MLA812439849, MLA813096045, MLA818173515","MLAU208216957, MLAU209857710, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,3,2,25004.7,0.5,Pinza Bulit Universal Aislada 10 + Alicate Aislado Bulit Profesiona + Pinza Bulit De Punta Semiredonda,"CR0160000000PZAP8PU8, CR016000000PZAP10AL7, CR016000000PZAP10PS6",92368.46,1374.0,cargo fijo,True,0.0166,0.15,Bulit,0.0166,la economía del kit,gold_special,90833.22,"2 compras juntas, 25004.7× más de lo esperable, confianza 50%","MLA932410161, MLA3037708514, MLA2624508686","MLAU268238176, MLAU3843934688, MLAU3645205975",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU268238176
se compran juntos,3,4,2160.9,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC17, CR016000000LLV8VAC18, CR016000000LLV8VAC19",77498.28,874.0,cargo fijo,True,0.0132,0.15,Bulit,0.0132,la economía del kit,gold_special,76478.29,"4 compras juntas, 2160.9× más de lo esperable, confianza 33%","MLA866187994, MLA866187969, MLA866188938","MLAU208245191, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208245191
se compran juntos,3,4,1525.3,0.27,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC19",77955.28,874.0,cargo fijo,True,0.013,0.15,Bulit,0.013,la economía del kit,gold_special,76938.25,"4 compras juntas, 1525.3× más de lo esperable, confianza 27%","MLA866188077, MLA866187994, MLA866188938","MLAU208198725, MLAU208245191, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,4,2288.0,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC18, CR016000000LLV8VAC19",73253.0,374.0,cargo fijo,True,0.0059,0.15,Bulit,0.0059,la economía del kit,gold_special,72817.76,"4 compras juntas, 2288.0× más de lo esperable, confianza 33%","MLA866188077, MLA866187969, MLA866188938","MLAU208198725, MLAU296229008, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,4,1906.7,0.33,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC16, CR016000000LLV8VAC17, CR016000000LLV8VAC18",72260.28,374.0,cargo fijo,True,0.006,0.15,Bulit,0.006,la economía del kit,gold_special,71825.08,"4 compras juntas, 1906.7× más de lo esperable, confianza 33%","MLA866188077, MLA866187994, MLA866187969","MLAU208198725, MLAU208245191, MLAU296229008",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208198725
se compran juntos,3,2,3432.0,0.4,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC15, CR016000000LLV8VAC16, CR016000000LLV8VAC18",63109.0,-126.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,63109.0,"2 compras juntas, 3432.0× más de lo esperable, confianza 40%","MLA866189116, MLA866188077, MLA866187969","MLAU294878515, MLAU208198725, MLAU296229008",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU294878515
se compran juntos,3,3,4290.0,0.75,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR0160000000LLV8VAC9, CR016000000LLV8VAC16, CR016000000LLV8VAC17",62871.28,-881.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,62871.28,"3 compras juntas, 4290.0× más de lo esperable, confianza 75%","MLA866187891, MLA866188077, MLA866187994","MLAU297756141, MLAU208198725, MLAU208245191",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU297756141
se compran juntos,3,2,556.4,0.18,Cinta Suprabond Autoadhesiva Dob + Pistola Encoladora Suprabond Sil + Barras Suprabond Finas Ultratran,"CR016000000000AFXWR2, CR0160000000CPHX200R, CR01600000CHMF10UT25",45418.08,-2136.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,45418.08,"2 compras juntas, 556.4× más de lo esperable, confianza 18%","MLA860849627, MLA1918162600, MLA901347064","MLAU293505437, MLAU1536951475, MLAU224535540",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU293505437
se compran juntos,3,2,122.8,0.08,Adhesivo Suprabond Montajes En C + Sellador Acrílico Suprabond Made + Sellador Acrílico Pintable Supra,"CR016000000000MTJ400, CR0160000000GMXM280N, CR01600000GMXACR280B",52438.27,-2636.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,52438.27,"2 compras juntas, 122.8× más de lo esperable, confianza 8%","MLA872758443, MLA830680804, MLA826407146","MLAU1593181050, MLAU208258443, MLAU232332180",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1593181050
se compran juntos,3,2,10804.5,0.5,Candado Bulit Bronce Macizo Stan + Candado De Hierro Dorado Bulit N + Candado De Hierro Dorado Bulit N,"CR01600000000CDBBS40, CR0160000000CDBH30DL, CR0160000000CDBH40DL",33109.9,-3891.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,33109.9,"2 compras juntas, 10804.5× más de lo esperable, confianza 50%","MLA828385142, MLA822566229, MLA822568139","MLAU209394022, MLAU209370436, MLAU208210887",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209394022
se compran juntos,3,2,4802.0,0.22,Candado Bulit Bronce Macizo Stan + Candado De Hierro Dorado Bulit N + Candado De Hierro Dorado Bulit N,"CR01600000000CDBBS40, CR01600000000CDBH50D, CR0160000000CDBH40DL",38930.37,-3891.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,38930.37,"2 compras juntas, 4802.0× más de lo esperable, confianza 22%","MLA828385142, MLA822565107, MLA822568139","MLAU209394022, MLAU208241861, MLAU208210887",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209394022
se compran juntos,3,2,184.2,0.09,Sellador Acrílico Suprabond Made + Sellador Acrílico Pintable Supra + Sellador Suprabond Reparador De ,"CR0160000000GMXM280N, CR01600000GMXACR280B, CR01600000GMXCTO280G",43454.0,-3891.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,43454.0,"2 compras juntas, 184.2× más de lo esperable, confianza 9%","MLA830680804, MLA826407146, MLA842564403","MLAU208258443, MLAU232332180, MLAU289731511",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208258443
se compran juntos,2,9,45.8,0.69,Mosquitero Puertas Suprabond Aut + Mosquitero Ventana Suprabond Aut,"CR01600000AFXMP1X22N, CR0160000AFXMV13X16N",120555.0,3005.0,cargo fijo,True,0.0291,0.15,Suprabond,0.0291,la economía del kit,gold_special,117050.88,"9 compras juntas, 45.8× más de lo esperable, confianza 69%","MLA2747754384, MLA2058875680","MLAU3139009592, MLAU3138997632",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3139009592
se compran juntos,2,2,12.0,0.15,Mosquitero Ventana Suprabond Aut + Mosquitero Puertas Suprabond Aut,"CR016000000AFXMV2X2N, CR01600000AFXMP1X22N",126356.0,3005.0,cargo fijo,True,0.027,0.15,Suprabond,0.027,la economía del kit,gold_special,122938.83,"2 compras juntas, 12.0× más de lo esperable, confianza 15%","MLA2058567622, MLA2747754384","MLAU3133539519, MLAU3139009592",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3133539519
se compran juntos,2,6,41.3,0.5,Sellador Suprabond Baños Cocinas + Pistola Suprabond Portacartuchos,"CR0160000000GFXB280B, CR0160000000PSTPL700",57170.85,2505.0,cargo fijo,True,0.0529,0.15,Suprabond,0.0529,la economía del kit,gold_special,54146.5,"6 compras juntas, 41.3× más de lo esperable, confianza 50%","MLA850476191, MLA795299180","MLAU208246297, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208246297
se compran juntos,2,3,30.1,0.27,Sellador Suprabond Zinguería 300 + Sellador De Silicona Suprabond U,"CR01600000000SMZ300A, CR0160000000GFXU280N",59082.0,2505.0,cargo fijo,True,0.0515,0.15,Suprabond,0.0515,la economía del kit,gold_pro,56038.78,"3 compras juntas, 30.1× más de lo esperable, confianza 27%","MLA1139197644, MLA1401669067","MLAU252272723, MLAU209435106",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,27.6,0.33,Acrílico Premium Suprabond Junta + Pistola Suprabond Portacartuchos,"CR0160000000GMXJ280T, CR0160000000PSTPL700",55429.85,2505.0,cargo fijo,True,0.0534,0.15,Suprabond,0.0534,la economía del kit,gold_special,52468.34,"2 compras juntas, 27.6× más de lo esperable, confianza 33%","MLA826414534, MLA795299180","MLAU208234667, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208234667
se compran juntos,2,2,17.2,0.18,Sellador Suprabond Zinguería 300 + Sellador Silicona Suprabond Neut,"CR01600000000SMZ300A, CR0160000000GFXC280T",63910.51,2505.0,cargo fijo,True,0.0436,0.15,Suprabond,0.0436,la economía del kit,gold_pro,61121.38,"2 compras juntas, 17.2× más de lo esperable, confianza 18%","MLA1139197644, MLA1387670353","MLAU252272723, MLAU208160457",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,13.2,0.2,Candado Bulit Doble Traba Resist + Candado Bulit De Máxima Segurida,"CR01600000000CDBWR40, CR0160000000CDBMS72B",75775.62,2505.0,cargo fijo,True,0.0396,0.15,Bulit,0.0396,la economía del kit,gold_special,72776.54,"2 compras juntas, 13.2× más de lo esperable, confianza 20%","MLA932731808, MLA1139075511","MLAU313079966, MLAU326341832",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU313079966
se compran juntos,2,2,7.8,0.12,Traba U Máxima Seguridad Bulit G + Candado Bulit Doble Traba Resist,"CR01600000000CDBU180, CR01600000000CDBWR40",72196.62,2505.0,cargo fijo,True,0.0396,0.15,Bulit,0.0396,la economía del kit,gold_special,69336.39,"2 compras juntas, 7.8× más de lo esperable, confianza 12%","MLA812439849, MLA932731808","MLAU208216957, MLAU313079966",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,2,2,5.2,0.18,Sellador Suprabond Zinguería 300 + Adhesivo Cianoacrilato Suprabond,"CR01600000000SMZ300A, CR016000000CIAA10020",62310.61,2505.0,cargo fijo,True,0.0453,0.15,Suprabond,0.0453,la economía del kit,gold_special,59490.15,"2 compras juntas, 5.2× más de lo esperable, confianza 18%","MLA1139197644, MLA868545704","MLAU252272723, MLAU241446762",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,5.0,0.12,Adhesivo Suprabond Montajes En C + Pistola Suprabond Portacartuchos,"CR016000000000MTJ400, CR0160000000PSTPL700",62932.12,2505.0,cargo fijo,True,0.0445,0.15,Suprabond,0.0445,la economía del kit,gold_special,60130.75,"2 compras juntas, 5.0× más de lo esperable, confianza 12%","MLA872758443, MLA795299180","MLAU1593181050, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1593181050
se compran juntos,2,2,4.3,0.15,Traba Discos Bulit De 5.5mm Con  + Inflador De Mano Bulit Serie 200,"CR0160000000CDBTD55F, CR016000000INFS2230P",57901.33,2505.0,cargo fijo,True,0.0509,0.15,Bulit,0.0509,la economía del kit,gold_special,54954.02,"2 compras juntas, 4.3× más de lo esperable, confianza 15%","MLA813096045, MLA862599277","MLAU209857710, MLAU265320934",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209857710
se compran juntos,2,2,2.8,0.1,Candado Bulit Doble Traba Resist + Traba Discos Bulit De 5.5mm Con ,"CR01600000000CDBWR40, CR0160000000CDBTD55F",58069.62,2505.0,cargo fijo,True,0.05,0.15,Bulit,0.05,la economía del kit,gold_special,55165.15,"2 compras juntas, 2.8× más de lo esperable, confianza 10%","MLA932731808, MLA813096045","MLAU313079966, MLAU209857710",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU313079966
se compran juntos,2,38,24.3,0.86,Traba Discos Bulit De 5.5mm Con  + Recordatorio Traba Disco Bulit A,"CR0160000000CDBTD55F, CR01600000CDBACCTDIS",49092.55,1250.0,cargo fijo,True,0.0281,0.15,Bulit,0.0281,la economía del kit,gold_special,47715.33,"38 compras juntas, 24.3× más de lo esperable, confianza 86%","MLA813096045, MLA818173515","MLAU209857710, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209857710
se compran juntos,2,3,22.6,0.75,Traba Discos Bulit De 10mm Con F + Recordatorio Traba Disco Bulit A,"CR0160000000CDBTD10F, CR01600000CDBACCTDIS",52339.55,1250.0,cargo fijo,True,0.0259,0.15,Bulit,0.0259,la economía del kit,gold_special,50982.28,"3 compras juntas, 22.6× más de lo esperable, confianza 75%","MLA813095575, MLA818173515","MLAU285048438, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285048438
se compran juntos,2,2,8.9,0.18,Nuevo Adhesivo Suprabond Erpox B + Sellador Suprabond Zinguería 300,"CR0160000000000EXB80, CR01600000000SMZ300A",58319.0,1250.0,cargo fijo,True,0.0243,0.15,Suprabond,0.0243,la economía del kit,gold_special,56904.03,"2 compras juntas, 8.9× más de lo esperable, confianza 18%","MLA859732690, MLA1139197644","MLAU209400230, MLAU252272723",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209400230
se compran juntos,2,2,7.2,0.12,Pistola Suprabond Portacartuchos + Sellador Silicona Suprabond Neut,"CR0160000000PSTPL700, CR01600000GFXNS5280T",50748.85,1250.0,cargo fijo,True,0.0294,0.15,Suprabond,0.0294,la economía del kit,gold_special,49258.68,"2 compras juntas, 7.2× más de lo esperable, confianza 12%","MLA795299180, MLA2074597444","MLAU281046513, MLAU3161712213",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU281046513
se compran juntos,2,2,3.5,0.12,Traba U Máxima Seguridad Bulit G + Recordatorio Traba Disco Bulit A,"CR01600000000CDBU180, CR01600000CDBACCTDIS",63219.55,1250.0,cargo fijo,True,0.0215,0.15,Bulit,0.0215,la economía del kit,gold_special,61862.28,"2 compras juntas, 3.5× más de lo esperable, confianza 12%","MLA812439849, MLA818173515","MLAU208216957, MLAU284612357",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208216957
se compran juntos,2,4,264.6,1.0,Alicate Aislado Bulit Profesiona + Pinza Bulit De Punta Semiredonda,"CR016000000PZAP10AL7, CR016000000PZAP10PS6",62384.46,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,62384.46,"4 compras juntas, 264.6× más de lo esperable, confianza 100%","MLA3037708514, MLA2624508686","MLAU3843934688, MLAU3645205975",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3843934688
se compran juntos,2,3,147.0,1.0,Candado Crafters De Máxima Segur + Candado Bulit Reforzado Acero Ni,"CR00800000CAN72, CR01600000000CDBAS50",54282.66,-1631.0,cargo fijo,True,0.0,0.15,"Bulit, Crafters",0.0,la economía del kit,gold_special,54282.66,"3 compras juntas, 147.0× más de lo esperable, confianza 100%","MLA1315723041, MLA822754563","MLAU209301112, MLAU285381501",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209301112
se compran juntos,2,3,113.4,0.6,Pinza Bulit Universal Aislada 10 + Pinza Bulit De Punta Semiredonda,"CR0160000000PZAP8PU8, CR016000000PZAP10PS6",59369.46,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,59369.46,"3 compras juntas, 113.4× más de lo esperable, confianza 60%","MLA932410161, MLA2624508686","MLAU268238176, MLAU3645205975",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU268238176
se compran juntos,2,2,110.2,0.5,Sellador Multiuso Perbond En Car + Sellador Multiuso Perbond En Car,"CR016000000000PBD400, CR01600000000PBD400B",55592.67,-1631.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,55592.67,"2 compras juntas, 110.2× más de lo esperable, confianza 50%","MLA841945693, MLA814188350","MLAU208223045, MLAU208600679",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208223045
se compran juntos,2,2,94.5,0.5,Pinza Bulit Universal Aislada 10 + Alicate Aislado Bulit Profesiona,"CR0160000000PZAP8PU8, CR016000000PZAP10AL7",62983.0,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,62983.0,"2 compras juntas, 94.5× más de lo esperable, confianza 50%","MLA932410161, MLA3037708514","MLAU268238176, MLAU3843934688",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU268238176
se compran juntos,2,9,44.1,0.6,Llave Criquet Articulada Bulit S + Llave Criquet Articulada Bulit S,"CR016000000LLV8VAC17, CR016000000LLV8VAC19",55131.28,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,55131.28,"9 compras juntas, 44.1× más de lo esperable, confianza 60%","MLA866187994, MLA866188938","MLAU208245191, MLAU294825217",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208245191
se compran juntos,2,3,66.1,0.5,Sellador Multiuso Perbond En Car + Sellador Suprabond Perbond Premi,"CR01600000000PBD400B, CR01600000000PBDP310",57438.02,-1631.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,57438.02,"3 compras juntas, 66.1× más de lo esperable, confianza 50%","MLA814188350, MLA861877044","MLAU208600679, MLAU240057356",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208600679
se compran juntos,2,2,82.7,0.5,Candado De Aleación Bulit 10.000 + Candado De Aleación Bulit 10.000,"CR016000000CDBC565CA, CR016000000CDBC565CR",53849.27,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,53849.27,"2 compras juntas, 82.7× más de lo esperable, confianza 50%","MLA813051529, MLA813052944","MLAU265525455, MLAU208210829",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU265525455
se compran juntos,2,2,54.0,0.29,Pistola Encoladora Suprabond Hot + Barras Suprabond Gruesas Ultratr,"CR016000000000CPX300, CR01600000CHMG30UT17",61894.0,-1631.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_pro,61894.0,"2 compras juntas, 54.0× más de lo esperable, confianza 29%","MLA1139190965, MLA842890739","MLAU218128324, MLAU291003858",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218128324
se compran juntos,2,2,47.2,0.5,Candado Bulit Doble Traba Resist + Candado Bulit Doble Traba Resist,"CR01600000000CDBWR50, CR0160000000CDBWR50L",59234.74,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,59234.74,"2 compras juntas, 47.2× más de lo esperable, confianza 50%","MLA932731275, MLA932732606","MLAU311784419, MLAU313731560",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU311784419
se compran juntos,2,2,46.4,0.67,Cadena Bulit Máxima Seguridad De + Candado Bulit Doble Traba Resist,"CR016000000000CAD385, CR0160000000CDBWR40L",55957.49,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,55957.49,"2 compras juntas, 46.4× más de lo esperable, confianza 67%","MLA866641571, MLA932732117","MLAU294779237, MLAU295795513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU294779237
se compran juntos,2,2,32.7,0.22,Candado Bulit Reforzado Acero Ni + Candados Hermanados Bulit - Dobl,"CR01600000000CDBAS50, CR016000000CDBAR40X2",58132.43,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,58132.43,"2 compras juntas, 32.7× más de lo esperable, confianza 22%","MLA822754563, MLA916068139","MLAU285381501, MLAU209311794",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU285381501
se compran juntos,2,5,19.5,0.29,Mosquitero Ventana Suprabond Aut + Mosquitero Ventana Suprabond Aut,"CR016000000AFXMV2X2N, CR0160000AFXMV13X16N",60197.0,-1631.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_special,60197.0,"5 compras juntas, 19.5× más de lo esperable, confianza 29%","MLA2058567622, MLA2058875680","MLAU3133539519, MLAU3138997632",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3133539519
se compran juntos,2,3,14.9,0.21,Candado Bulit Doble Traba Resist + Candado Bulit Doble Traba Resist,"CR01600000000CDBWR50, CR0160000000CDBWR40L",56728.23,-1631.0,cargo fijo,True,0.0,0.15,Bulit,0.0,la economía del kit,gold_special,56728.23,"3 compras juntas, 14.9× más de lo esperable, confianza 21%","MLA932731275, MLA932732117","MLAU311784419, MLAU295795513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU311784419
se compran juntos,2,4,12.0,0.4,Pistola Encoladora Suprabond Sil + Barras Suprabond Finas Máxima Ad,"CR0160000000CPHX200R, CR01600000CHMF30UN41",56814.0,-1631.0,cargo fijo,True,0.0,0.15,Suprabond,0.0,la economía del kit,gold_pro,56814.0,"4 compras juntas, 12.0× más de lo esperable, confianza 40%","MLA1918162600, MLA1139034797","MLAU1536951475, MLAU290027160",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1536951475
